theta       Dist 
123.39       01258.50
124.45       01222.25
125.45       01193.00
126.53       01159.75
127.58       01132.00
128.56       01105.25
129.62       01079.75
130.64       01055.75
131.75       01031.00
132.80       01008.50
133.80       00991.00
134.75       00972.75
135.81       00955.50
136.91       00936.50
138.03       00917.75
139.00       00901.75
139.98       00889.25
141.12       00874.75
142.09       00862.25
143.23       00848.25
144.23       00837.00
145.16       00825.25
146.25       00814.00
147.36       00804.25
148.39       00795.75
149.42       00785.50
150.39       00776.75
151.44       00766.75
152.50       00758.75
153.44       00751.25
154.42       00743.50
155.55       00737.50
156.66       00730.00
157.59       00724.00
158.64       00718.50
159.61       00712.75
160.73       00707.00
161.59       00703.75
162.30       00698.75
163.45       00693.75
164.47       00690.50
165.39       00685.50
166.39       00683.00
167.45       00678.75
168.47       00676.00
169.36       00673.25
170.36       00671.75
171.42       00668.25
172.47       00666.25
173.44       00665.50
174.42       00664.00
175.50       00661.50
176.42       00660.50
177.39       00659.25
178.52       00659.25
179.42       00658.75
180.39       00658.00
181.53       00657.50
182.41       00658.50
183.33       00658.75
184.34       00659.00
185.47       00660.25
186.45       00660.75
187.56       00661.00
188.47       00663.25
189.50       00665.75
190.47       00667.00
191.48       00669.25
192.36       00670.25
193.50       00672.00
194.39       00675.00
195.41       00678.75
196.47       00681.75
197.39       00684.75
198.33       00690.25
199.38       00692.50
200.31       00698.00
201.25       00701.75
202.34       00706.00
203.33       00711.00
204.33       00716.50
205.23       00721.75
206.27       00726.50
207.16       00734.50
208.27       00741.25
209.25       00747.25
210.45       00756.00
211.44       00763.75
212.50       00771.25
213.39       00779.00
214.42       00790.75
215.36       00800.00
216.39       00807.00
217.44       00819.75
218.33       00828.50
219.42       00841.25
220.34       00854.00
221.30       00867.00
222.38       00879.75
223.31       00891.50
224.30       00906.75
225.30       00920.50
226.30       00938.50
227.25       00955.25
228.19       00972.50
229.14       00991.75
230.19       01008.00
231.16       01029.50
232.16       01049.75
233.14       01073.50
234.23       01097.00
235.17       01120.25
236.19       01147.25
237.16       01172.25
238.06       01200.00
239.14       01234.25
240.08       01264.00
241.08       01301.25
242.09       01342.75
243.02       01379.00
244.02       01422.75
245.00       01471.50
245.98       01522.50
246.98       01572.25
247.94       01640.00
248.91       01704.00
249.89       01771.25
250.89       01853.50
251.86       01943.25
252.86       01957.25
253.84       01945.25
254.88       01937.25
255.89       01947.00
256.89       01941.25
257.92       01924.00
258.92       01922.25
259.94       01912.50
260.92       01908.75
261.97       01906.25
262.94       01903.25
263.98       01895.50
264.98       01892.75
266.00       01885.25
267.00       01886.50
268.05       01878.75
269.02       01872.75
270.02       01878.25
271.09       01872.00
272.11       01871.00
273.06       01874.25
274.12       01877.50
275.11       01879.50
276.11       01885.25
277.11       01892.25
278.11       01887.75
279.14       01895.50
280.16       01904.00
281.25       01899.50
281.97       00000.00
282.97       00000.00
283.98       00000.00
284.98       00000.00
286.00       00000.00
287.00       00000.00
288.02       00000.00
289.02       00000.00
290.03       00000.00
291.03       00000.00
292.05       00000.00
293.06       00000.00
294.06       00000.00
295.08       00000.00
296.08       00000.00
297.09       00000.00
298.09       00000.00
299.11       00000.00
300.11       00000.00
301.12       00000.00
302.39       02181.25
303.41       02196.50
304.66       02217.50
305.67       02243.00
306.70       02274.75
307.70       02296.00
308.75       02327.75
309.70       02361.50
310.78       02389.75
311.73       02424.75
312.77       02463.75
313.78       02500.25
314.81       02521.25
315.84       02465.50
316.86       02460.00
317.91       02427.75
318.92       02445.00
319.92       02466.50
320.92       02524.25
321.89       02877.25
322.91       02950.75
323.92       03006.75
324.95       03006.25
325.97       02957.75
327.00       02928.00
328.06       02878.75
328.88       02866.50
329.88       02821.50
330.92       02809.50
331.92       02753.00
332.95       02742.75
333.98       02719.25
335.02       02682.50
336.00       02672.00
337.02       02638.25
338.05       02627.75
339.05       02595.50
340.08       02587.75
341.09       02569.50
342.12       02560.25
343.14       02529.00
344.16       02521.25
345.16       02503.75
346.19       02488.50
347.23       02483.25
348.25       02477.25
349.23       02463.75
350.27       02448.50
351.28       02445.00
352.28       02442.50
353.30       02439.00
354.33       02433.75
355.34       02422.25
356.36       02410.75
357.36       02408.50
358.38       02408.25
358.61       02408.50
359.62       02406.50
0.41       02406.00
1.42       02403.50
2.45       02407.00
3.45       02408.50
4.47       02408.75
5.48       02408.50
6.47       02409.75
7.50       02412.75
8.52       02425.25
9.52       02437.00
10.55       02437.75
11.55       02441.00
12.55       02446.00
13.59       02450.50
14.58       02463.50
15.59       02468.25
16.61       02486.00
17.64       02489.25
18.64       02507.00
19.64       02523.50
20.66       02544.00
21.64       02562.00
22.69       02584.00
23.67       02591.50
24.70       02611.25
25.70       02633.00
26.72       02652.00
27.73       02676.50
28.73       02698.50
29.73       02721.25
30.75       02762.75
31.77       02788.00
32.77       02814.75
33.78       02826.50
34.77       02871.50
35.78       02903.00
36.80       02947.25
37.81       02977.25
38.83       03010.25
39.81       03057.50
40.89       03075.25
41.92       03127.25
42.94       03100.25
43.95       03041.75
44.97       03005.00
46.00       02933.00
47.03       02897.50
48.05       02845.50
49.08       02794.25
50.11       02748.00
51.11       02705.50
52.16       02689.75
53.19       02632.50
54.20       02608.25
55.20       02568.25
56.25       02544.00
57.28       02521.50
58.31       02480.25
59.30       02459.75
60.31       02456.50
61.36       02406.00
62.38       02385.75
63.41       02356.50
64.41       02328.75
65.23       02311.25
66.27       02295.50
67.25       02289.00
68.25       02261.00
69.28       02245.00
70.31       02239.25
71.31       02213.50
72.31       02202.75
73.34       02187.00
74.36       02184.00
75.34       02169.25
76.39       02158.25
77.36       02153.25
78.41       02150.00
79.41       02146.00
80.39       02133.50
81.39       02132.00
82.44       02114.50
83.45       02101.00
84.47       02099.25
85.47       02098.00
86.48       02097.75
87.48       02095.00
88.47       02094.75
89.44       02095.75
90.45       02103.75
91.47       02104.75
92.42       02097.50
93.45       02095.75
94.47       02097.75
95.48       02096.50
96.45       02097.50
97.50       02099.00
98.48       02101.25
99.48       02110.00
100.47       02112.25
101.52       02122.00
102.47       02132.25
103.52       02138.50
104.50       02140.50
105.53       02162.75
106.52       02178.00
107.53       02183.75
108.50       02186.00
109.58       02094.75
110.61       01971.00
111.62       01886.50
112.97       01794.50
114.06       01725.75
115.08       01655.50
116.14       01587.75
117.22       01528.75
118.30       01473.75
119.34       01423.75
120.38       01379.50
121.41       01336.00
122.47       01296.25
123.53       01257.00
124.58       01222.00
125.61       01189.75
126.70       01160.00
127.72       01131.50
128.77       01105.50
129.81       01079.75
130.83       01053.50
131.92       01030.50
132.98       01011.00
134.02       00993.25
135.08       00972.00
136.11       00954.75
137.19       00935.00
137.91       00918.75
139.00       00904.00
139.97       00890.75
141.06       00876.75
142.08       00863.00
143.19       00849.25
144.09       00837.75
145.16       00824.25
146.30       00814.75
147.31       00805.75
148.27       00795.75
149.25       00786.50
150.42       00776.00
151.34       00768.25
152.38       00759.00
153.44       00751.75
154.55       00743.50
155.42       00737.25
156.47       00730.00
157.62       00724.50
158.66       00718.50
159.61       00712.25
160.53       00708.50
161.56       00704.00
162.55       00699.00
163.53       00694.75
164.56       00691.00
165.55       00686.00
166.52       00683.75
167.53       00681.00
168.64       00676.00
169.61       00674.00
170.58       00671.75
171.70       00669.50
172.56       00667.25
173.69       00666.50
174.75       00663.75
175.78       00662.00
176.64       00661.00
177.64       00660.50
178.72       00660.50
179.70       00660.25
180.80       00659.00
181.69       00659.75
182.73       00659.25
183.78       00659.75
184.70       00660.25
185.62       00660.50
186.89       00661.50
188.00       00662.75
188.95       00664.75
190.00       00665.50
190.94       00667.50
191.97       00670.25
192.98       00673.00
193.94       00675.25
194.84       00677.75
195.98       00681.00
197.02       00684.75
197.98       00687.25
198.94       00692.00
199.98       00695.00
200.95       00700.00
201.92       00704.50
202.86       00710.25
203.91       00714.50
204.95       00719.50
205.94       00727.00
206.81       00732.75
207.95       00739.25
208.92       00746.75
210.06       00752.75
211.08       00761.25
212.08       00767.25
213.09       00777.25
213.95       00785.75
215.00       00795.25
215.97       00804.00
216.98       00814.75
217.97       00824.50
219.03       00835.50
220.02       00847.75
221.00       00861.50
221.89       00874.00
222.89       00885.75
224.02       00899.00
224.92       00912.75
225.88       00930.75
226.88       00945.00
227.84       00963.50
228.88       00983.00
229.86       00999.75
230.84       01018.50
231.92       01039.50
232.81       01063.75
233.75       01085.75
234.69       01109.00
235.77       01133.25
236.70       01160.25
237.66       01186.50
238.67       01217.50
239.62       01249.00
240.61       01285.25
241.59       01327.00
242.58       01360.75
243.59       01407.50
244.58       01450.00
245.53       01504.75
246.48       01549.50
247.52       01606.25
248.47       01678.25
249.50       01736.25
250.44       01813.00
251.41       01887.50
252.42       01958.75
253.39       01946.00
254.44       01936.50
255.45       01955.00
256.45       01934.75
257.50       01931.00
258.53       01922.25
259.55       01912.50
260.53       01908.00
261.56       01906.50
262.56       01903.75
263.61       01896.00
264.58       01893.00
265.59       01886.75
266.61       01878.75
267.62       01878.75
268.66       01878.75
269.70       01876.50
270.70       01871.25
271.72       01865.25
272.70       01876.00
273.72       01873.00
274.73       01872.00
275.75       01885.25
276.78       01885.50
277.80       01893.75
278.78       01893.00
279.78       01901.25
281.09       01899.25
282.33       00000.00
283.34       00000.00
284.36       00000.00
285.38       00000.00
286.39       00000.00
286.77       05814.50
288.41       00000.00
289.42       00000.00
290.44       00000.00
291.45       00000.00
292.47       00000.00
293.48       00000.00
294.50       00000.00
295.52       00000.00
296.53       00000.00
297.55       00000.00
298.55       00000.00
299.56       00000.00
300.58       00000.00
301.59       00000.00
302.61       00000.00
303.55       02197.50
304.58       02203.25
305.44       02242.75
306.44       02261.25
307.45       02291.25
308.47       02324.50
309.47       02346.75
310.50       02378.75
311.52       02420.00
312.48       02456.50
313.55       02484.75
314.53       02523.50
315.55       02479.50
316.58       02442.50
317.61       02446.50
318.64       02443.00
319.62       02463.50
320.62       02505.00
321.61       02874.25
322.59       02947.75
323.64       02984.75
324.66       03010.25
325.67       02959.75
326.67       02944.25
327.70       02899.25
328.70       02867.00
329.73       02823.00
330.75       02808.75
331.80       02754.00
332.80       02744.75
333.83       02718.25
334.88       02682.50
335.89       02672.50
336.89       02650.75
337.91       02627.50
338.92       02595.50
339.97       02587.00
341.02       02581.00
342.00       02547.25
343.05       02530.75
344.05       02522.25
345.08       02517.75
346.08       02487.00
347.12       02483.25
348.14       02466.00
349.17       02452.25
350.19       02449.00
351.19       02444.50
352.22       02441.50
353.30       02437.00
354.33       02425.25
355.34       02423.00
356.38       02410.50
357.41       02409.25
358.41       02407.50
359.41       02406.50
0.45       02405.50
1.48       02403.75
2.50       02406.25
3.52       02405.25
4.53       02405.75
5.55       02410.00
6.58       02408.50
7.62       02409.25
8.62       02421.75
9.62       02425.00
10.64       02436.75
11.69       02443.00
12.70       02445.00
13.72       02450.00
14.77       02464.25
15.77       02469.00
16.78       02484.25
17.83       02489.25
18.83       02504.50
19.83       02523.25
20.86       02530.50
21.86       02561.00
22.89       02581.00
23.91       02588.50
24.92       02596.50
25.91       02631.00
26.97       02651.00
27.98       02672.50
29.00       02697.75
30.02       02720.75
31.00       02744.75
32.06       02773.75
33.05       02814.00
34.05       02841.50
35.09       02869.75
36.11       02885.00
37.11       02943.75
38.16       02959.25
39.14       03009.50
40.16       03039.00
40.97       03070.50
41.98       03125.75
42.98       03101.75
43.98       03046.00
45.02       03006.25
46.05       02933.00
47.06       02918.50
48.09       02847.75
49.09       02796.25
50.11       02764.00
51.14       02707.25
52.17       02689.75
53.20       02650.25
54.22       02606.50
55.20       02584.75
56.20       02545.75
57.25       02508.75
58.27       02484.25
59.28       02458.25
60.31       02443.00
61.31       02405.75
62.34       02386.25
63.36       02359.50
64.38       02330.25
65.31       02312.00
66.33       02305.50
67.33       02287.25
68.34       02261.25
69.38       02255.25
70.38       02230.25
71.38       02225.00
72.42       02201.25
73.42       02197.50
74.45       02173.25
75.45       02171.25
76.48       02165.25
77.47       02144.75
78.48       02150.50
79.52       02138.00
80.50       02134.75
81.52       02131.25
82.52       02115.25
83.55       02109.75
84.56       02100.50
85.53       02099.00
86.58       02095.00
87.56       02095.75
88.81       02086.75
89.80       02096.75
90.83       02095.00
91.84       02094.00
92.83       02097.00
93.84       02096.00
94.89       02096.50
95.88       02099.00
96.89       02098.50
97.91       02108.75
98.91       02110.75
99.98       02113.75
100.98       02129.00
101.95       02132.25
103.02       02134.25
104.02       02136.75
105.05       02139.75
106.03       02157.50
107.06       02178.25
108.06       02182.25
109.06       02186.00
110.11       02094.75
111.17       01960.00
112.22       01886.50
113.23       01802.75
114.27       01726.00
115.31       01655.75
116.34       01595.00
117.39       01534.50
118.45       01474.50
119.53       01427.75
120.53       01384.50
121.64       01338.25
122.67       01299.75
123.72       01257.25
124.78       01227.75
125.81       01193.00
126.84       01163.25
127.86       01134.75
129.00       01106.75
129.98       01085.00
131.00       01056.50
132.06       01033.25
133.11       01011.25
134.16       00997.00
135.16       00976.75
136.23       00956.00
137.31       00938.25
138.25       00922.50
139.22       00905.00
140.30       00892.50
141.28       00878.50
142.34       00863.25
143.41       00851.25
144.41       00838.25
145.36       00827.00
146.39       00816.50
147.55       00806.75
148.56       00796.25
149.53       00787.75
150.50       00778.75
151.61       00769.00
152.59       00761.75
153.70       00752.75
154.75       00746.25
155.78       00738.75
156.73       00732.50
157.70       00726.50
158.83       00719.75
159.81       00713.75
160.80       00710.25
161.94       00704.00
162.77       00700.50
163.75       00695.25
164.81       00692.25
165.81       00688.25
166.89       00684.75
167.83       00681.25
168.86       00677.00
169.98       00674.75
170.94       00672.75
172.06       00670.25
172.98       00668.25
174.03       00667.00
175.02       00666.00
175.92       00664.50
177.11       00662.25
178.11       00663.00
178.98       00660.75
180.06       00660.75
181.12       00659.50
182.11       00661.00
182.97       00661.00
184.16       00662.00
185.12       00661.00
186.39       00662.50
187.41       00664.00
188.50       00666.00
189.55       00667.50
190.42       00669.00
191.52       00671.25
192.42       00672.50
193.44       00674.50
194.44       00678.00
195.42       00681.00
196.44       00683.50
197.55       00685.75
198.59       00689.50
199.50       00694.50
200.59       00699.25
201.50       00703.00
202.52       00706.50
203.62       00711.25
204.58       00716.50
205.66       00721.50
206.53       00729.25
207.66       00735.50
208.55       00741.50
209.66       00747.50
210.44       00755.00
211.38       00763.00
212.34       00771.25
213.44       00781.00
214.31       00788.25
215.42       00798.75
216.28       00807.00
217.41       00817.75
218.28       00827.00
219.25       00838.25
220.33       00850.75
221.23       00863.50
222.30       00876.50
223.22       00890.75
224.31       00901.50
225.23       00916.75
226.19       00934.50
227.17       00949.75
228.20       00970.25
229.12       00984.50
230.17       01002.50
231.12       01021.50
232.06       01044.75
233.09       01066.00
234.06       01089.25
235.03       01116.25
236.00       01139.25
237.02       01164.25
237.97       01192.25
238.98       01224.75
239.94       01253.50
240.91       01290.75
241.88       01331.25
242.91       01366.75
243.81       01410.75
244.84       01458.00
245.80       01507.50
246.80       01558.00
247.72       01623.50
248.70       01685.50
249.70       01753.00
250.67       01825.50
251.67       01902.00
252.64       01955.25
253.67       01945.25
254.66       01928.50
255.67       01945.75
256.97       01933.50
257.95       01924.00
258.98       01915.50
260.02       01911.50
261.03       01906.50
262.06       01905.25
263.08       01901.75
264.09       01894.00
265.12       01893.25
266.14       01885.25
267.19       01877.50
268.20       01870.50
269.22       01865.75
270.20       01870.00
271.27       01872.00
272.30       01865.00
273.27       01865.00
274.33       01871.50
275.31       01871.50
276.33       01877.50
277.34       01879.75
278.39       01893.00
279.39       01895.25
280.39       01889.00
281.47       01890.75
283.14       00000.00
284.16       00000.00
285.17       00000.00
286.19       00000.00
287.09       05814.50
287.20       00000.00
289.14       05814.50
289.25       00000.00
291.28       00000.00
292.30       00000.00
293.31       00000.00
294.33       00000.00
295.34       00000.00
296.36       00000.00
297.38       00000.00
298.39       00000.00
299.42       00000.00
300.44       00000.00
301.45       00000.00
302.47       00000.00
303.48       00000.00
303.81       02194.50
304.77       02213.00
305.77       02242.25
306.78       02270.00
307.78       02293.50
308.80       02325.75
309.83       02346.00
310.81       02389.25
311.81       02423.25
312.81       02459.75
313.83       02497.50
314.83       02523.00
315.88       02465.50
316.91       02442.75
317.91       02444.50
318.91       02444.00
319.94       02465.25
320.92       02506.25
321.88       02875.25
322.89       02932.25
323.92       03003.50
324.92       03007.25
325.94       02957.25
326.98       02941.50
328.02       02878.75
329.06       02864.50
330.09       02821.75
331.11       02807.25
332.14       02768.00
333.14       02741.75
334.19       02702.75
335.22       02680.75
336.20       02671.25
337.23       02634.00
338.27       02623.25
339.30       02592.00
340.31       02585.75
341.33       02565.50
342.36       02546.25
343.36       02526.75
344.41       02509.25
345.44       02502.00
346.45       02486.50
347.45       02478.00
348.47       02463.25
349.52       02450.25
350.55       02447.00
351.53       02444.25
352.84       02437.75
353.89       02426.25
354.89       02423.75
355.91       02412.00
356.97       02409.25
357.98       02408.25
359.42       02407.50
0.03       02405.50
1.09       02404.50
2.08       02405.25
3.16       02404.75
4.14       02405.25
5.19       02406.25
6.23       02409.00
7.25       02408.50
8.25       02410.00
9.30       02425.25
10.31       02424.75
11.34       02438.75
12.41       02441.75
13.39       02445.75
14.44       02448.25
15.47       02453.50
16.47       02480.75
17.14       02486.25
18.14       02489.00
19.14       02517.25
20.16       02523.25
21.16       02542.50
22.17       02565.25
23.17       02582.75
24.20       02590.75
25.22       02596.75
26.22       02631.50
27.20       02655.00
28.22       02678.00
29.23       02700.75
30.23       02722.75
31.27       02746.50
32.27       02775.00
33.25       02816.00
34.27       02827.00
35.28       02871.00
36.30       02905.00
37.30       02949.00
38.30       02982.25
39.33       03010.75
40.31       03060.25
41.33       03075.25
42.31       03132.75
43.34       03096.50
44.36       03039.50
45.41       02983.00
46.41       02928.00
47.42       02894.25
48.47       02839.25
49.47       02792.75
50.48       02747.00
51.52       02701.00
52.55       02670.75
53.56       02616.75
54.58       02602.50
55.58       02565.25
56.58       02526.50
57.66       02501.00
58.67       02467.75
59.67       02443.25
60.70       02408.75
61.69       02393.25
62.70       02361.50
63.75       02344.50
64.86       02325.75
65.91       02308.50
66.91       02291.75
67.94       02274.00
68.94       02257.25
69.98       02241.00
71.02       02218.00
71.98       02211.00
73.03       02196.75
74.05       02181.50
75.09       02169.75
76.09       02156.50
77.11       02152.25
78.11       02147.25
79.17       02136.00
80.16       02133.75
81.20       02114.25
82.20       02111.50
83.23       02109.50
84.22       02107.50
85.27       02096.75
86.27       02095.75
87.28       02095.50
88.30       02093.00
89.30       02086.25
90.30       02093.00
91.30       02093.50
92.31       02093.50
93.33       02094.75
94.36       02086.25
95.36       02095.75
96.38       02097.25
97.41       02096.75
98.41       02098.75
99.44       02100.75
100.42       02103.25
101.44       02130.00
102.45       02130.25
103.47       02133.25
104.50       02134.50
105.52       02140.25
106.53       02160.50
107.52       02180.25
108.55       02183.50
109.55       02155.25
110.59       02057.25
111.66       01955.00
112.69       01866.00
113.66       01781.75
114.72       01706.25
115.72       01639.50
116.77       01571.75
117.88       01519.50
118.92       01457.75
119.95       01414.00
121.02       01366.25
122.05       01331.00
123.11       01284.75
124.09       01245.75
125.20       01213.75
126.22       01184.25
127.20       01155.00
128.27       01127.00
129.38       01101.75
130.36       01075.50
131.39       01049.75
132.48       01028.75
133.50       01007.25
134.52       00986.75
135.58       00971.25
136.64       00952.25
137.61       00934.00
138.59       00917.50
139.72       00901.75
140.70       00887.00
141.69       00873.75
142.69       00860.50
143.75       00846.50
144.80       00835.50
145.83       00823.00
146.92       00813.50
147.83       00802.75
149.00       00795.75
150.03       00784.75
150.95       00775.25
152.02       00766.25
153.06       00757.25
154.05       00751.50
155.12       00744.75
156.09       00736.25
157.20       00730.25
158.22       00723.00
159.30       00717.50
160.22       00713.00
161.30       00707.00
162.45       00702.75
163.58       00699.00
164.47       00694.00
165.48       00691.75
166.61       00686.75
167.56       00683.75
168.64       00681.25
169.64       00677.50
170.72       00674.75
171.70       00673.00
172.72       00671.00
173.86       00668.00
174.80       00666.75
175.84       00665.75
176.84       00664.50
177.83       00663.75
178.89       00662.75
180.00       00662.00
180.92       00661.50
181.86       00660.75
182.91       00661.00
183.86       00662.75
185.03       00663.00
185.89       00664.25
186.81       00664.00
187.89       00665.00
188.80       00666.25
189.84       00670.00
190.78       00670.75
191.83       00673.00
192.88       00674.00
193.83       00677.25
194.98       00680.50
195.83       00682.25
196.94       00685.25
197.89       00690.75
198.78       00693.50
199.91       00696.75
200.80       00701.75
201.95       00706.25
202.92       00710.50
203.94       00715.00
204.94       00720.75
205.89       00726.75
206.86       00733.00
207.80       00739.25
208.78       00746.50
209.75       00754.25
210.75       00761.50
211.81       00768.25
212.80       00777.50
213.78       00785.50
214.66       00795.25
215.80       00802.75
216.67       00813.50
217.62       00824.00
218.72       00832.75
219.62       00845.25
220.61       00858.50
221.67       00870.75
222.67       00883.25
223.59       00896.50
224.61       00911.25
225.61       00925.00
226.48       00943.50
227.55       00957.50
228.48       00977.00
229.44       00997.50
230.47       01014.50
231.42       01033.25
232.47       01057.25
233.53       01079.75
234.52       01103.00
235.55       01130.75
236.58       01155.00
237.48       01182.75
238.45       01211.75
239.44       01244.50
240.47       01282.75
241.41       01321.00
242.44       01359.00
243.41       01401.25
244.42       01443.75
245.39       01494.25
246.34       01546.75
247.31       01603.00
248.31       01670.25
249.27       01736.00
250.31       01803.00
251.28       01887.25
252.25       01964.75
253.25       01954.50
254.30       01935.50
255.30       01947.00
256.31       01935.00
257.48       01932.75
258.52       01921.25
259.58       01911.25
260.56       01908.50
261.56       01905.75
262.64       01897.75
263.64       01895.25
264.64       01893.00
265.72       01885.50
266.72       01879.00
267.73       01872.50
268.78       01871.00
269.78       01864.75
270.81       01870.00
271.86       01864.00
272.88       01864.50
273.84       01870.50
274.89       01877.25
275.91       01877.75
276.91       01877.50
277.98       01879.75
278.95       01884.75
279.97       01894.00
280.92       01897.25
281.92       01891.50
282.91       01900.75
283.98       00000.00
285.00       00000.00
286.02       00000.00
287.03       00000.00
288.03       00000.00
289.05       00000.00
289.56       05814.50
291.08       00000.00
292.09       00000.00
293.11       00000.00
294.12       00000.00
295.14       00000.00
296.16       00000.00
297.17       00000.00
298.17       00000.00
299.19       00000.00
300.20       00000.00
301.22       00000.00
302.23       00000.00
303.17       02171.00
304.17       02189.00
305.22       02217.25
306.20       02247.00
307.23       02275.25
308.27       02308.25
309.22       02328.25
310.25       02362.50
311.25       02393.50
312.28       02425.50
313.27       02466.75
314.30       02508.00
315.31       02484.50
316.31       02465.00
317.38       02411.00
318.36       02436.75
319.38       02446.00
320.39       02497.50
321.39       02544.75
322.36       02916.75
323.34       02959.00
324.36       03011.25
325.41       02979.50
326.39       02946.00
327.42       02901.75
328.75       02869.75
329.77       02825.50
330.78       02811.25
331.83       02770.00
332.86       02741.75
333.92       02719.25
334.92       02696.75
335.97       02674.00
336.98       02636.50
338.05       02627.00
339.08       02596.75
340.11       02590.00
341.11       02569.25
342.17       02547.25
343.20       02529.25
344.23       02522.50
345.25       02505.25
346.30       02487.75
347.34       02481.75
348.34       02465.00
349.39       02452.00
350.42       02447.25
351.45       02445.00
352.45       02440.50
353.36       02436.75
354.41       02424.00
355.45       02413.50
356.45       02411.00
357.45       02408.00
358.50       02406.50
359.03       02406.75
0.56       02404.50
1.58       02402.50
2.61       02404.75
3.62       02404.25
4.62       02405.75
5.66       02406.00
6.67       02405.75
7.70       02408.25
8.70       02422.75
9.75       02424.00
10.78       02426.25
11.77       02438.50
12.81       02444.75
13.83       02445.00
14.84       02451.75
15.88       02465.75
16.66       02481.75
17.64       02485.75
18.67       02504.50
19.69       02518.00
20.70       02525.00
21.70       02546.50
22.70       02566.75
23.69       02586.75
24.69       02593.50
25.73       02625.25
26.72       02635.75
27.73       02669.75
28.73       02680.50
29.75       02715.25
30.77       02726.75
31.77       02763.50
32.78       02807.50
33.77       02821.00
34.78       02849.00
35.78       02876.00
36.78       02925.00
37.78       02956.00
38.80       02988.50
39.81       03020.75
40.88       03069.00
41.86       03123.50
42.89       03134.50
43.89       03068.25
44.94       03008.50
45.94       02954.25
46.97       02917.25
48.02       02849.75
49.03       02797.00
50.03       02766.25
51.05       02707.00
52.08       02691.25
53.12       02648.50
54.14       02606.25
55.14       02569.50
56.17       02531.50
57.16       02507.50
58.20       02481.25
59.22       02456.75
60.23       02456.75
61.27       02394.50
62.31       02373.50
63.33       02357.00
64.33       02330.00
65.48       02321.25
66.48       02292.25
67.53       02274.00
68.55       02256.75
69.61       02240.00
70.59       02228.50
71.61       02214.75
72.64       02190.50
73.69       02183.50
74.69       02178.50
75.69       02167.00
76.70       02153.50
77.75       02150.50
78.78       02137.75
79.78       02131.75
80.83       02115.50
81.83       02115.00
82.88       02110.75
83.89       02106.25
84.88       02097.00
85.94       02096.00
86.94       02095.25
87.95       02094.25
88.72       02093.25
89.75       02085.50
90.73       02085.00
91.77       02094.75
92.75       02085.00
93.78       02095.00
94.77       02091.50
95.77       02095.75
96.81       02094.75
97.78       02097.25
98.80       02098.25
99.84       02100.25
100.80       02110.75
101.81       02120.00
102.80       02130.50
103.84       02136.00
104.86       02137.75
105.84       02142.75
106.84       02159.75
107.84       02179.50
108.86       02185.50
109.88       02097.50
110.97       01994.00
111.97       01900.00
113.06       01817.00
114.11       01736.75
115.19       01670.00
116.19       01604.25
117.23       01542.50
118.33       01486.50
119.34       01437.50
120.39       01390.75
121.44       01352.00
122.44       01309.50
123.55       01264.25
124.53       01233.75
125.64       01196.50
126.66       01167.75
127.72       01139.25
128.75       01113.00
129.80       01088.75
130.80       01060.50
131.88       01036.25
132.94       01014.75
133.94       00997.00
135.02       00976.75
136.02       00956.50
137.08       00940.75
138.30       00922.50
139.30       00905.00
140.38       00893.00
141.33       00879.25
142.47       00863.50
143.44       00853.00
144.52       00838.50
145.55       00827.00
146.53       00816.25
147.53       00806.25
148.61       00796.75
149.59       00787.25
150.80       00777.25
151.69       00769.00
152.81       00762.00
153.73       00753.00
154.78       00746.00
155.91       00739.50
156.92       00731.50
157.95       00726.25
159.06       00720.00
160.09       00714.75
161.11       00710.75
162.09       00704.00
162.98       00700.00
163.98       00696.75
164.92       00692.50
166.03       00688.00
166.95       00685.25
168.08       00679.25
169.05       00679.50
170.19       00675.25
171.11       00673.50
172.23       00671.00
173.19       00669.50
174.16       00667.50
175.17       00665.50
176.31       00664.25
177.25       00663.25
178.19       00662.00
179.33       00661.75
180.30       00661.75
181.19       00661.00
182.19       00661.25
183.25       00661.75
184.22       00662.75
185.28       00663.00
186.25       00663.50
187.25       00665.00
188.28       00666.50
189.34       00667.50
190.20       00669.25
191.36       00671.00
192.22       00672.75
193.27       00675.00
194.27       00678.25
195.39       00681.25
196.39       00684.25
197.23       00687.00
198.23       00691.75
199.39       00693.50
200.33       00699.25
201.28       00704.00
202.25       00707.50
203.20       00711.75
204.33       00717.50
205.23       00723.50
206.17       00729.50
207.25       00735.50
208.22       00743.00
209.14       00748.00
210.27       00756.75
211.34       00764.25
212.16       00773.25
213.30       00783.50
214.30       00791.25
215.17       00801.00
216.25       00809.75
217.23       00819.00
218.12       00830.00
219.17       00840.75
220.19       00854.00
221.11       00868.75
222.09       00880.25
223.17       00893.00
224.16       00904.50
225.05       00923.00
226.14       00938.50
227.05       00955.25
228.02       00977.00
229.08       00994.00
230.03       01011.25
231.03       01029.50
231.91       01053.50
232.91       01076.75
234.20       01101.50
235.22       01127.75
236.22       01152.00
237.23       01177.00
238.27       01207.50
239.28       01239.75
240.28       01275.75
241.22       01310.25
242.19       01349.00
243.20       01391.50
244.19       01433.50
245.22       01481.00
246.20       01534.00
247.19       01595.00
248.14       01655.25
249.14       01716.00
250.16       01790.75
251.17       01865.00
252.12       01946.50
253.12       01946.75
254.19       01935.75
255.17       01946.00
256.23       01936.00
257.12       01930.75
