theta       Dist 
331.53       02321.25
332.44       02295.00
333.36       02277.00
334.25       02259.25
335.19       02243.25
336.09       02219.50
337.00       02206.50
337.92       02198.00
338.81       02183.25
339.73       02177.50
340.67       02158.50
341.56       02153.00
342.50       02148.25
343.44       02135.75
344.31       02115.00
345.23       02110.25
346.14       02107.25
347.05       02095.75
348.00       02092.25
348.88       02085.00
349.80       02082.50
350.73       02074.25
351.64       02070.75
352.55       02068.50
353.34       02058.75
354.28       02056.00
355.17       02050.00
356.08       02047.00
356.98       02039.50
357.94       02039.75
359.14       02035.50
0.62       02040.50
1.52       02039.75
2.45       02047.25
3.36       02040.00
4.23       02049.00
5.17       02047.50
6.09       02055.75
7.00       02057.75
7.89       02060.25
8.80       02072.00
9.69       02072.25
10.61       02074.50
11.48       02082.50
12.39       02093.25
13.36       02097.50
14.20       02105.75
15.11       02110.75
16.05       02115.50
17.12       02118.75
18.00       02147.00
18.92       02150.50
19.81       02158.00
20.72       02160.25
21.64       02182.75
22.56       02197.25
23.45       02211.25
24.36       02219.75
25.31       02242.25
26.19       02258.25
27.12       02274.50
28.03       02294.50
28.92       02311.00
29.86       02327.75
30.75       02345.00
31.64       02374.75
32.55       02391.00
33.45       02410.25
34.34       02444.25
35.30       02464.25
36.17       02500.25
37.08       02525.50
38.02       02550.75
38.91       02587.00
39.83       02611.25
40.69       02633.25
41.61       02587.00
42.50       02545.75
43.42       02547.00
44.34       02586.00
45.25       02561.25
46.17       02520.00
47.11       02477.00
48.02       02441.00
48.92       02406.25
49.84       02361.75
50.77       02331.25
51.66       02309.25
52.58       02285.50
53.52       02254.25
54.47       02227.00
55.41       02097.75
56.30       02072.75
57.22       02048.75
58.14       02032.50
59.06       02011.25
60.00       01992.75
60.92       01970.25
61.84       01955.50
62.75       01933.75
63.67       01922.25
64.56       01908.50
65.47       01902.50
66.38       01885.00
67.33       01861.75
68.23       01855.50
69.16       01845.25
70.05       01834.75
70.97       01831.25
71.89       01815.00
72.80       01811.00
73.75       01794.50
74.66       01792.50
75.56       01778.00
76.45       01773.50
77.39       01769.75
78.33       01756.75
79.20       01754.50
80.16       01748.75
81.05       01743.75
81.95       01736.25
82.88       01735.50
83.81       01732.00
84.67       01732.50
85.61       01729.50
86.50       01723.75
87.45       01718.50
88.36       01717.25
89.30       01716.00
90.14       01716.50
91.08       01717.25
92.02       01715.00
92.89       01716.00
93.80       01717.00
94.70       01717.75
95.59       01719.25
96.50       01724.75
97.45       01731.00
98.36       01732.50
99.23       01734.25
100.16       01735.50
101.11       01741.75
101.81       02185.50
102.80       02046.00
103.72       02008.25
104.59       02006.25
105.47       02132.25
106.41       02120.50
107.34       02069.50
108.22       02140.00
109.12       02072.50
110.06       02031.50
110.95       02129.00
111.84       02200.00
113.06       02152.50
113.98       02084.00
114.88       02139.50
115.80       02213.25
116.72       02199.25
117.66       02139.00
118.59       02211.75
119.50       02164.00
120.39       02210.75
121.33       02297.50
122.22       02362.75
123.12       02358.00
124.06       02389.50
124.97       02423.75
125.89       02444.75
126.81       02483.50
127.72       02507.00
128.62       02546.25
129.55       02506.50
130.47       02481.25
131.41       02429.00
132.33       02390.75
133.27       02359.25
134.19       02328.75
135.09       02393.50
136.02       02371.50
136.80       02327.25
137.69       02290.25
138.61       02260.00
139.50       00000.00
140.56       01910.25
141.47       01899.00
142.39       01898.75
143.31       01921.75
144.17       02111.00
145.08       02076.00
145.98       02057.50
146.95       02033.75
147.81       02010.75
148.78       01994.25
149.70       01978.25
150.47       00000.00
151.38       00000.00
152.30       00000.00
153.20       00000.00
154.12       00000.00
155.25       01762.75
156.16       01762.75
157.08       01762.75
158.02       01772.25
158.69       00000.00
159.81       01762.75
160.77       01706.25
161.48       01697.25
162.42       01688.25
163.64       01211.50
164.62       01200.25
165.44       01198.25
166.44       01189.75
167.28       01185.00
168.23       01183.25
169.09       01179.00
170.06       01177.50
170.97       01169.50
171.83       01172.75
172.80       01171.25
173.67       01164.75
174.55       01169.75
175.45       01167.25
176.41       01164.25
177.27       01164.75
178.22       01170.00
179.11       01166.00
180.02       01171.75
180.97       01179.25
181.88       01177.00
182.77       01181.25
183.64       01185.00
184.56       01185.25
185.86       01188.25
186.72       01189.75
187.67       01194.00
188.61       01197.75
189.45       01199.75
190.42       01206.75
191.33       01213.25
192.25       01224.25
193.14       01234.50
194.03       01283.25
194.92       01294.50
195.58       01688.25
196.16       00000.00
197.45       01670.50
198.34       01688.25
199.27       01688.25
199.80       00000.00
200.72       00000.00
201.98       01762.75
202.95       01753.25
203.83       01762.75
204.75       01762.75
205.67       01762.75
206.20       00000.00
207.11       00000.00
208.03       00000.00
209.23       01923.75
210.12       01936.25
211.06       01964.00
212.00       01981.25
212.88       02004.00
213.78       02012.50
214.70       02036.25
215.61       02059.25
216.53       02093.50
217.45       02107.75
218.33       02118.25
219.25       02152.75
220.17       02181.75
221.09       02199.25
221.98       02230.00
222.91       02273.50
223.81       02295.25
224.70       02329.25
225.62       02362.50
226.55       02395.25
227.44       02442.75
228.36       02477.25
229.28       02481.75
230.20       02482.00
231.11       02484.50
232.03       02495.00
232.89       02486.50
233.78       02486.00
234.72       02499.50
235.62       02500.75
236.52       02506.50
237.44       02511.75
238.36       02512.75
239.27       02539.50
240.19       02542.00
241.08       02549.25
242.02       02565.75
242.91       02582.75
243.84       02589.00
244.75       02592.75
245.66       02612.00
246.58       02629.75
247.50       02635.00
248.41       02638.75
249.30       02674.00
250.23       02695.50
251.12       02702.50
252.05       02724.50
252.94       02747.00
253.84       02770.50
254.77       02792.00
255.67       02817.50
256.59       02820.25
257.52       02815.00
258.44       02797.75
259.33       02792.00
260.25       02785.00
261.19       02768.00
262.08       02753.00
263.00       02751.75
263.92       02748.00
264.97       02211.75
265.86       02186.25
266.78       02183.00
267.70       02182.00
268.59       02180.50
269.55       02173.75
270.45       02171.50
271.36       02188.00
272.30       02196.50
273.20       02181.50
274.12       02183.50
275.03       02187.25
275.92       02195.50
276.83       02211.25
277.75       02198.00
278.66       02210.00
279.58       02213.75
280.78       02217.00
281.69       02217.50
282.61       02219.50
283.53       02242.75
284.44       02247.25
285.36       02247.25
286.28       02260.25
287.25       02275.00
288.16       02294.50
289.08       02295.25
290.00       02307.00
290.89       02323.00
291.84       02331.75
292.75       02343.75
293.69       02360.25
294.61       02380.25
295.52       02393.75
296.44       02408.50
297.36       02425.25
298.27       02448.00
299.19       02465.00
300.12       02496.50
301.02       02507.50
301.94       02543.50
302.86       02566.25
303.81       02586.00
304.70       02611.75
305.39       02634.25
306.28       02674.00
307.17       02696.75
308.09       02708.00
309.02       02752.50
309.92       02794.25
310.83       02839.75
311.73       02855.00
312.62       02920.25
313.56       02951.00
314.48       02898.25
315.38       02848.75
316.33       02798.50
317.33       02376.25
318.23       02343.75
319.14       02338.00
320.08       02336.50
321.00       02341.00
321.88       02388.50
322.78       02549.75
323.66       02526.50
324.61       02497.75
325.55       02465.50
326.47       02443.50
327.38       02419.75
328.30       02392.00
329.11       02372.75
330.05       02345.75
330.92       02328.25
331.84       02309.25
332.77       02293.50
333.70       02274.50
334.59       02258.25
335.53       02240.25
336.45       02226.25
337.34       02202.75
338.28       02196.50
339.17       02182.75
340.12       02160.25
341.03       02154.00
341.92       02150.50
342.84       02146.00
343.77       02134.50
344.67       02114.50
345.58       02110.00
346.48       02107.25
347.39       02094.50
348.30       02094.50
349.23       02082.25
350.16       02074.50
351.06       02064.00
351.95       02061.25
353.06       02060.25
354.00       02057.75
354.88       02057.50
355.81       02048.50
356.72       02047.75
357.64       02038.50
358.55       02037.75
358.80       02047.00
359.70       02038.75
0.39       02037.50
1.33       02038.00
2.25       02038.00
3.14       02038.50
4.06       02048.50
4.98       02047.50
5.91       02040.25
6.80       02056.75
7.73       02062.25
8.62       02063.50
9.56       02063.75
10.48       02074.75
11.39       02082.00
12.31       02092.50
13.22       02096.00
14.12       02097.00
15.05       02108.25
15.98       02114.00
16.73       02117.50
17.62       02144.25
18.55       02148.00
19.44       02153.00
20.36       02168.25
21.27       02181.75
22.19       02187.00
23.06       02199.25
23.97       02215.25
24.86       02238.50
25.78       02245.25
26.72       02270.25
27.59       02289.50
28.53       02308.50
29.44       02315.00
30.31       02343.25
31.23       02349.00
32.16       02389.50
33.05       02410.00
33.94       02427.00
34.84       02460.00
35.77       02470.75
36.67       02504.50
37.55       02543.50
38.45       02581.50
39.38       02593.75
40.30       02629.75
41.22       02611.25
42.14       02580.00
43.06       02545.25
43.94       02583.75
44.86       02566.25
45.77       02527.75
46.72       02486.25
47.62       02446.25
48.53       02410.25
49.47       02386.50
50.39       02345.00
51.30       02312.00
52.20       02291.25
53.12       02260.25
54.03       02231.75
55.00       02108.75
55.94       02092.25
56.83       02062.00
57.78       02037.75
58.67       02014.00
59.58       02006.25
60.52       01981.25
61.42       01966.75
62.38       01936.75
63.28       01931.25
64.19       01912.25
65.11       01904.50
66.03       01887.25
66.95       01871.50
67.84       01859.50
68.75       01854.50
69.67       01837.00
70.61       01831.25
71.48       01815.50
72.39       01811.00
73.34       01795.00
74.25       01793.00
75.14       01782.75
76.06       01773.00
76.98       01770.50
77.91       01756.00
78.84       01753.25
79.75       01752.50
80.66       01743.25
81.53       01741.50
82.48       01735.25
83.41       01732.50
84.31       01730.75
85.20       01724.25
86.14       01724.00
87.02       01718.50
87.95       01718.00
89.16       01717.50
90.11       01716.25
91.03       01715.25
91.94       01715.75
92.86       01716.00
93.81       01717.50
94.73       01717.50
95.67       01724.25
96.53       01724.75
97.45       01731.75
98.39       01731.25
99.33       01734.25
100.23       01739.75
101.16       01743.25
101.92       02185.00
102.88       02046.75
103.86       02019.50
104.77       02005.75
105.62       02131.25
106.56       02129.25
107.52       02071.75
108.41       02138.75
109.33       02075.00
110.27       02021.25
111.17       02114.75
112.09       02129.50
112.86       02168.25
113.78       02081.25
114.67       02155.50
115.61       02131.25
116.52       02200.50
117.42       02149.25
118.34       02139.25
119.28       02156.75
120.17       02213.75
121.08       02210.50
121.97       02359.25
122.88       02347.00
123.81       02375.50
124.72       02409.25
125.62       02443.25
126.52       02479.50
127.41       02505.00
128.36       02543.00
129.27       02524.75
130.20       02484.75
131.12       02431.50
132.03       02407.75
132.98       02360.00
133.91       02340.25
134.78       02408.00
135.73       02376.25
136.64       02330.00
137.48       02277.75
138.39       02272.00
139.28       02238.75
140.89       00000.00
141.22       01899.50
142.17       01899.50
143.03       01910.50
144.56       00000.00
144.84       02085.00
145.75       02061.75
146.69       02038.75
147.56       02014.25
148.52       01995.25
149.41       01979.50
150.36       01929.00
151.31       01854.75
152.83       00000.00
153.75       00000.00
154.67       00000.00
154.97       01762.75
155.89       01762.75
156.83       01771.75
157.72       01762.75
158.62       01762.75
159.55       01762.75
161.09       00000.00
161.44       01688.25
162.36       01688.25
163.64       01211.75
164.50       01200.25
165.42       01198.50
166.33       01190.50
167.31       01185.00
168.25       01183.25
169.17       01178.25
170.03       01178.00
170.98       01171.75
171.84       01171.75
172.77       01171.00
173.67       01164.75
174.59       01167.75
175.55       01164.50
176.48       01168.50
177.42       01165.25
178.31       01169.50
179.16       01170.50
180.11       01172.00
180.98       01176.00
181.94       01178.25
182.81       01184.25
183.78       01185.25
184.72       01185.00
185.81       01188.25
186.66       01190.00
187.58       01194.25
188.52       01198.75
189.41       01199.00
190.41       01205.75
191.30       01213.25
192.17       01221.75
193.12       01230.25
194.00       01283.25
194.88       01290.75
195.55       01688.25
196.91       00000.00
197.42       01706.00
198.31       01688.25
199.27       01706.25
200.58       00000.00
201.05       01762.75
201.97       01762.75
202.89       01762.75
203.81       01762.75
205.17       00000.00
205.66       01762.75
207.02       00000.00
207.94       00000.00
208.84       00000.00
209.14       01922.50
210.05       01936.75
210.98       01964.00
211.86       01980.50
212.77       01996.75
213.69       02012.50
214.59       02038.75
215.52       02058.50
216.42       02077.25
217.31       02106.00
218.28       02118.50
219.17       02152.00
220.08       02182.00
220.97       02201.50
221.91       02240.00
222.77       02262.25
223.70       02294.00
224.62       02327.25
225.53       02349.75
226.41       02393.50
227.33       02441.25
228.22       02456.50
229.16       02478.25
230.06       02479.75
230.98       02481.25
231.92       02484.75
232.73       02481.50
233.64       02485.50
234.55       02488.75
235.48       02501.00
236.39       02505.75
237.27       02523.00
238.19       02523.50
239.09       02540.25
240.03       02544.25
240.94       02548.50
241.81       02565.00
242.75       02581.75
243.64       02588.50
244.56       02590.75
245.47       02609.75
246.38       02613.50
247.30       02633.25
248.22       02653.50
249.11       02674.75
250.02       02696.75
250.95       02703.50
251.86       02723.00
252.77       02744.25
253.66       02788.50
254.59       02795.00
255.48       02818.25
256.73       02816.00
257.69       02797.75
258.59       02794.75
259.52       02789.75
260.47       02787.25
261.38       02756.00
262.31       02750.25
263.25       02750.25
264.17       02744.25
265.20       02209.75
266.12       02186.00
267.06       02192.50
268.03       02183.25
268.92       02182.00
269.86       02181.75
270.78       02173.50
271.72       02181.50
272.61       02198.50
273.55       02182.50
274.47       02192.00
275.41       02185.75
276.36       02192.50
277.25       02209.75
278.20       02197.00
279.11       02201.00
280.03       02212.75
280.78       02216.00
281.67       02217.75
282.59       02228.25
283.52       02240.25
284.44       02248.25
285.33       02256.00
286.27       02270.75
287.19       02274.50
288.08       02293.75
289.00       02293.00
289.89       02309.00
290.81       02323.25
291.75       02331.25
292.66       02344.50
293.58       02360.25
294.50       02379.00
295.39       02393.50
296.33       02397.25
297.23       02427.75
298.14       02446.25
299.08       02464.25
299.95       02497.25
300.88       02509.00
301.78       02541.25
302.69       02564.00
303.62       02588.75
304.53       02608.00
305.34       02633.25
306.27       02675.75
307.16       02695.25
308.08       02708.25
308.98       02748.75
309.88       02797.50
310.78       02841.50
311.70       02855.00
312.59       02901.75
313.50       02950.75
314.45       02899.50
315.34       02848.75
316.28       02816.25
317.30       02376.25
318.22       02342.00
319.12       02326.25
320.03       02317.50
320.95       02330.75
321.83       02388.25
322.73       02548.50
323.66       02539.75
324.56       02500.50
325.50       02464.25
326.39       02444.00
327.31       02420.75
328.23       02391.25
329.28       02370.00
330.20       02345.00
331.11       02325.25
332.06       02308.25
332.98       02280.75
333.89       02269.75
334.78       02247.50
335.73       02229.00
336.69       02207.00
337.59       02199.50
338.50       02185.25
339.42       02178.50
340.36       02167.50
341.27       02152.25
342.19       02146.50
343.08       02135.75
344.02       02115.00
344.94       02113.25
345.88       02108.25
346.78       02097.00
347.72       02093.50
348.62       02084.75
349.55       02083.50
350.44       02072.75
351.38       02071.25
352.28       02069.00
353.33       02051.25
354.30       02057.00
355.20       02049.75
356.16       02048.00
357.08       02040.00
358.00       02038.75
359.47       02037.50
0.73       02040.50
1.66       02039.75
2.59       02047.25
3.52       02039.50
4.44       02048.50
5.36       02040.25
6.25       02056.75
7.20       02050.00
8.09       02060.00
9.05       02062.75
9.97       02071.00
10.91       02073.00
11.81       02084.25
12.72       02086.50
13.66       02096.25
14.55       02104.75
15.52       02110.75
16.42       02114.25
17.06       02117.00
17.97       02145.25
18.86       02150.25
19.78       02156.50
20.69       02168.00
21.58       02182.00
22.52       02196.50
23.38       02203.00
24.33       02216.25
25.22       02243.00
26.11       02256.50
27.05       02274.00
27.94       02293.00
28.83       02310.25
29.73       02328.50
30.64       02347.00
31.55       02375.00
32.50       02392.75
33.36       02407.50
34.28       02442.75
35.20       02466.00
36.11       02499.50
37.00       02526.00
37.92       02549.50
38.81       02587.00
39.70       02612.75
40.70       02634.25
41.59       02601.25
42.52       02547.00
43.44       02547.25
44.33       02585.50
45.28       02559.25
46.19       02493.25
47.11       02479.25
48.02       02440.50
48.98       02404.75
49.89       02372.50
50.80       02329.25
51.75       02296.50
52.67       02283.75
53.56       02255.25
54.52       02199.75
55.45       02093.50
56.34       02071.50
57.28       02040.25
58.19       02030.50
59.12       02006.50
60.06       01983.75
60.94       01969.25
61.88       01954.00
62.78       01932.00
63.70       01910.50
65.02       01905.00
65.94       01893.00
66.84       01871.00
67.80       01858.50
68.75       01853.50
69.66       01842.25
70.58       01831.25
71.48       01816.50
72.47       01811.50
73.36       01795.25
74.28       01792.75
75.23       01782.25
76.19       01773.00
77.08       01769.50
78.02       01757.00
78.98       01754.75
79.88       01753.50
80.83       01745.50
81.73       01737.00
82.69       01734.25
83.59       01732.25
84.56       01732.00
85.45       01725.00
86.38       01718.50
87.34       01723.25
88.22       01717.50
89.03       01715.50
89.97       01716.00
90.84       01717.50
91.80       01717.25
92.72       01715.50
93.64       01717.75
94.52       01719.25
95.45       01717.75
96.41       01729.50
97.27       01733.25
98.23       01732.50
99.14       01733.75
100.05       01736.00
100.97       01743.25
101.75       02186.50
102.72       02045.00
103.62       02020.25
104.56       02005.75
105.47       02120.75
106.38       02129.25
107.28       02071.50
108.23       02100.50
109.12       02085.25
110.08       02022.75
111.00       02115.25
111.89       02131.50
112.80       02157.50
113.75       02073.50
114.67       02154.25
115.59       02130.75
116.48       02213.25
117.42       02150.00
118.36       02137.75
119.28       02153.75
120.14       02215.00
121.08       02198.50
121.97       02360.25
122.91       02345.50
123.81       02375.75
124.72       02408.25
125.62       02429.00
126.56       02464.00
127.44       02505.00
128.34       02543.50
129.31       02524.75
130.22       02484.25
131.17       02429.75
132.11       02406.75
133.00       02374.00
133.94       02339.75
134.83       02398.25
135.78       02372.75
136.62       02329.25
137.56       02291.75
138.52       02271.75
139.42       00000.00
140.44       01910.25
141.33       01899.00
142.28       01888.00
143.09       00000.00
144.02       00000.00
144.98       02076.75
145.91       02058.00
146.81       02035.25
147.77       02011.50
148.67       01996.25
149.56       01979.75
150.44       00000.00
151.50       01844.00
152.28       00000.00
153.20       00000.00
154.12       00000.00
155.17       01762.75
156.09       01762.75
157.00       01772.25
157.92       01762.75
158.91       01743.50
159.62       00000.00
160.55       00000.00
161.83       01706.00
163.09       01221.75
164.03       01210.25
164.94       01199.75
165.81       01191.25
166.75       01186.50
167.69       01185.25
168.69       01182.50
169.59       01178.75
170.45       01175.75
171.47       01171.00
172.36       01170.75
173.23       01170.75
174.23       01167.00
175.11       01166.75
176.00       01165.75
176.97       01165.50
177.92       01165.50
178.83       01167.50
179.73       01166.50
180.66       01175.25
181.59       01176.50
182.52       01182.00
183.41       01184.00
184.33       01187.00
185.23       01189.00
186.02       01189.50
186.92       01190.75
187.81       01194.50
188.81       01198.50
189.66       01202.00
190.58       01208.50
191.50       01213.25
192.44       01225.00
193.30       01236.00
194.20       01285.75
194.53       00000.00
195.77       01688.25
196.67       01679.50
197.58       01688.25
198.48       01706.25
199.41       01706.25
200.03       00000.00
201.20       01762.75
202.12       01753.50
203.03       01762.75
203.95       01762.75
204.88       01762.75
205.80       01762.75
206.47       00000.00
207.39       00000.00
208.30       00000.00
209.39       01924.75
210.27       01946.75
211.22       01966.75
212.09       01982.50
213.00       02006.75
213.92       02014.50
214.81       02037.75
215.75       02062.50
216.64       02092.75
217.58       02112.25
218.44       02135.75
219.34       02157.75
220.27       02182.00
221.19       02213.00
222.09       02242.75
223.02       02275.25
223.91       02311.25
224.81       02340.75
225.73       02375.75
226.62       02423.25
227.55       02460.75
228.44       02477.75
229.36       02478.50
230.28       02470.25
231.19       02482.50
232.12       02470.75
233.25       02486.00
234.19       02487.75
235.09       02501.50
236.03       02504.50
236.95       02510.75
237.88       02525.00
238.80       02528.25
239.70       02529.25
240.64       02546.25
241.53       02562.00
242.45       02581.50
243.41       02584.00
244.33       02604.50
245.22       02608.75
246.17       02614.00
247.08       02632.25
248.02       02652.00
248.92       02674.00
249.86       02695.50
250.77       02700.00
251.67       02722.00
252.61       02726.75
253.52       02767.00
254.44       02792.00
255.34       02816.00
256.30       02819.00
257.19       02800.50
258.12       02813.00
259.03       02791.50
259.95       02786.50
260.86       02752.25
261.80       02753.00
262.73       02749.50
263.67       02745.75
264.55       02745.50
265.62       02200.25
266.55       02193.75
267.44       02192.25
268.36       02183.25
269.30       02182.75
270.25       02183.75
271.16       02187.75
272.05       02183.25
273.02       02184.00
273.92       02185.00
274.83       02183.00
275.75       02195.00
276.67       02202.25
277.62       02199.50
278.55       02199.50
279.47       02203.25
280.38       02214.25
281.19       02226.50
282.08       02217.50
283.02       02239.00
283.92       02242.75
284.81       02245.25
285.73       02257.00
286.67       02270.00
287.55       02288.25
288.48       02290.75
289.42       02296.25
290.31       02311.25
291.22       02324.75
292.16       02332.75
293.05       02346.75
293.97       02372.25
294.89       02389.25
295.78       02395.75
296.69       02423.00
297.62       02458.75
298.52       02460.00
299.47       02469.25
300.39       02501.00
301.25       02538.00
302.17       02548.00
303.08       02584.50
304.02       02603.50
304.86       02614.00
305.75       02653.75
306.62       02691.00
307.55       02702.50
308.47       02745.00
309.38       02789.75
310.28       02819.75
311.17       02850.25
312.09       02895.00
312.98       02933.50
313.91       02924.50
314.83       02872.75
315.73       02823.50
316.67       02787.75
317.67       02347.75
318.61       02326.50
319.53       02327.50
320.44       02339.75
321.33       02359.00
322.19       02567.25
323.11       02544.75
324.06       02501.00
324.97       02469.00
325.86       02445.75
326.80       02425.50
327.73       02394.75
328.89       02374.75
329.83       02345.00
330.73       02328.75
331.67       02310.75
332.61       02294.25
333.55       02274.50
334.44       02258.75
335.39       02243.50
336.31       02218.75
337.27       02203.50
338.17       02196.75
339.11       02183.25
340.03       02179.00
340.95       02154.25
341.86       02150.75
342.83       02145.25
343.73       02132.75
344.66       02114.75
345.56       02111.75
346.52       02106.50
347.45       02095.00
348.36       02093.75
349.28       02084.25
350.23       02074.00
351.14       02072.00
352.05       02061.75
352.77       02059.75
353.67       02051.25
354.59       02057.25
355.53       02048.00
356.45       02039.75
357.36       02047.25
358.25       02038.50
358.92       02047.00
359.81       02039.50
0.08       02037.50
1.03       02036.75
1.92       02038.25
2.84       02039.00
3.78       02038.75
4.64       02048.00
5.56       02056.50
6.47       02056.50
7.42       02060.00
8.30       02062.00
9.20       02063.50
10.14       02073.50
11.06       02081.75
11.95       02083.75
12.88       02087.75
13.80       02096.75
14.72       02106.75
15.62       02111.50
16.52       02116.50
17.25       02135.25
18.17       02146.25
19.08       02151.75
19.97       02157.50
20.88       02168.75
21.80       02183.50
22.67       02188.25
23.61       02212.25
24.50       02227.75
25.39       02242.50
26.28       02258.25
27.22       02275.25
28.12       02294.25
29.00       02311.50
29.89       02329.00
30.81       02347.25
31.72       02375.50
32.62       02394.75
33.50       02424.75
34.45       02447.00
35.31       02469.75
36.22       02502.75
37.14       02542.00
38.03       02552.75
38.92       02589.75
39.83       02614.75
41.02       02627.00
41.94       02584.00
42.84       02527.75
43.75       02565.25
44.66       02583.50
45.62       02528.25
46.55       02488.00
47.45       02448.00
48.38       02412.25
49.31       02389.75
50.27       02357.50
51.14       02323.75
52.08       02291.50
52.98       02260.75
53.97       02231.75
54.89       02118.00
55.81       02092.75
56.72       02069.25
57.69       02037.00
58.56       02013.25
59.52       02005.75
60.47       01981.50
61.38       01968.50
62.31       01943.75
63.22       01931.50
64.11       01911.25
65.16       01903.75
66.05       01886.50
66.98       01870.00
67.91       01859.50
68.86       01853.00
69.75       01836.00
70.69       01831.50
71.61       01815.25
72.52       01810.00
73.44       01795.25
74.38       01792.50
75.30       01783.00
76.19       01771.50
77.14       01770.50
78.09       01756.25
78.97       01756.00
79.89       01748.75
80.81       01744.75
81.73       01737.50
82.66       01734.50
83.61       01732.50
84.53       01731.50
85.42       01725.00
86.38       01723.75
87.31       01718.50
88.19       01718.50
89.06       01716.25
90.00       01716.00
90.89       01717.00
91.78       01716.50
92.73       01716.25
93.66       01718.25
94.56       01724.50
95.50       01717.75
96.41       01729.00
97.31       01732.50
98.22       01732.75
99.17       01732.75
100.08       01736.75
101.02       01744.25
101.70       02210.75
102.70       02046.00
103.61       02031.50
104.52       01997.75
105.41       02121.25
106.31       02131.75
107.30       02074.00
108.17       02058.75
109.12       02088.00
110.02       02031.75
110.94       02132.25
111.86       02130.75
112.72       02197.75
113.67       02082.00
114.58       02156.50
115.48       02131.25
116.36       02225.00
117.28       02151.50
118.25       02138.00
119.17       02155.75
120.03       02214.75
120.98       02199.25
121.86       02360.50
122.73       02347.00
123.69       02376.25
124.55       02409.75
125.47       02429.00
126.38       02482.75
127.31       02506.75
128.19       02543.50
129.16       02508.25
130.08       02467.50
131.00       02427.75
131.92       02392.00
132.83       02358.50
133.80       02327.50
134.67       02394.75
135.58       02371.75
136.78       02326.00
137.72       02278.50
138.61       02259.25
139.69       00000.00
140.61       00000.00
141.55       01899.00
142.45       01899.25
143.38       01910.25
144.25       02089.75
145.16       02082.50
146.11       02057.25
147.05       02034.00
147.98       02012.75
148.89       01994.75
149.83       01977.00
150.70       00000.00
151.70       01865.75
152.55       00000.00
153.47       00000.00
154.39       00000.00
155.47       01762.75
156.39       01762.75
157.30       01772.25
158.25       01762.75
159.20       01744.00
159.89       00000.00
160.81       00000.00
161.67       01688.25
162.89       01238.50
163.83       01211.25
164.72       01198.25
165.69       01193.50
166.61       01186.50
167.58       01185.00
168.42       01183.00
169.39       01178.50
170.28       01173.75
171.19       01171.75
172.08       01171.50
173.03       01171.25
173.95       01163.00
174.89       01166.75
175.78       01165.75
176.66       01169.75
177.64       01165.75
178.53       01170.25
179.42       01166.25
180.41       01172.00
181.30       01179.00
182.22       01176.75
183.09       01184.75
184.02       01185.00
184.88       01188.00
185.80       01189.00
186.72       01190.00
187.69       01196.50
188.62       01197.75
189.53       01199.50
190.38       01206.50
191.33       01216.25
192.27       01225.00
193.17       01233.75
193.98       01283.00
194.88       01291.00
195.55       01688.25
196.48       01679.50
197.39       01688.25
198.47       00000.00
199.22       01688.25
200.30       00000.00
201.02       01762.75
201.92       01762.75
202.84       01762.75
203.75       01762.75
204.67       01762.75
205.59       01762.75
206.73       00000.00
207.66       00000.00
208.56       00000.00
209.33       01925.50
210.20       01947.50
211.14       01967.50
212.08       01983.00
212.94       02007.00
213.86       02014.25
214.78       02039.50
215.70       02064.00
216.59       02086.75
217.53       02113.25
218.45       02137.75
219.34       02157.75
220.28       02184.25
221.19       02216.75
222.08       02245.50
223.02       02275.50
223.91       02311.75
224.84       02341.75
225.73       02375.00
226.64       02423.25
227.56       02448.75
228.48       02466.00
229.41       02477.00
230.30       02479.50
231.22       02482.75
232.16       02483.50
233.19       02484.75
234.06       02500.00
235.00       02501.50
235.91       02506.25
236.88       02507.00
237.78       02521.00
238.70       02527.00
239.61       02542.50
240.56       02546.50
241.47       02564.50
242.41       02583.00
243.30       02585.75
244.22       02590.75
245.17       02605.50
246.06       02611.75
247.00       02632.25
247.89       02638.25
248.83       02657.00
249.73       02676.25
250.66       02700.75
251.61       02721.50
252.52       02726.75
253.42       02747.00
254.34       02772.75
255.25       02814.00
256.17       02819.50
256.98       02817.50
257.92       02799.00
258.83       02794.75
259.77       02788.00
260.70       02773.00
261.59       02771.25
262.53       02751.75
263.45       02747.25
264.38       02742.75
265.41       02204.50
266.33       02193.50
267.27       02184.00
268.16       02182.25
269.09       02180.75
270.00       02195.25
270.92       02190.75
271.84       02182.00
272.75       02184.75
273.69       02192.50
274.61       02192.50
275.53       02193.00
276.45       02189.50
277.34       02198.00
278.28       02200.25
279.17       02202.50
280.11       02204.75
280.92       02217.75
281.83       02217.75
282.72       02238.25
283.66       02241.25
284.55       02246.75
285.47       02256.50
286.41       02270.25
287.31       02274.50
288.20       02292.75
289.14       02295.75
290.02       02310.50
290.97       02327.00
291.88       02332.25
292.78       02357.25
293.70       02360.00
294.61       02376.50
295.52       02395.00
296.44       02422.25
297.31       02457.00
298.22       02459.75
299.14       02468.75
300.05       02500.50
300.97       02539.75
301.89       02547.50
302.80       02583.00
303.67       02604.00
304.88       02612.25
305.77       02653.50
306.66       02691.75
307.59       02702.50
308.53       02747.25
309.45       02787.25
310.34       02817.50
311.28       02851.00
312.19       02896.75
313.09       02931.00
314.03       02925.00
314.95       02872.75
315.88       02825.50
